Country Origin Name	Country Origin Code	Migration by Gender Name	Migration by Gender Code	Country Dest Name	Country Dest Code	Year	Year Code	Value
Afghanistan	AFG	Total	TOT	Afghanistan	AFG	2000	2000	0
Afghanistan	AFG	Total	TOT	Albania	ALB	2000	2000	0
Afghanistan	AFG	Total	TOT	Algeria	DZA	2000	2000	8
Afghanistan	AFG	Total	TOT	American Samoa	ASM	2000	2000	0
Afghanistan	AFG	Total	TOT	Andorra	AND	2000	2000	6
Afghanistan	AFG	Total	TOT	Angola	AGO	2000	2000	0
Afghanistan	AFG	Total	TOT	Anguilla	AIA	2000	2000	0
Afghanistan	AFG	Total	TOT	Antigua and Barbuda	ATG	2000	2000	0
Afghanistan	AFG	Total	TOT	Argentina	ARG	2000	2000	0
Afghanistan	AFG	Total	TOT	Armenia	ARM	2000	2000	7
Afghanistan	AFG	Total	TOT	Aruba	ABW	2000	2000	0
Afghanistan	AFG	Total	TOT	Australia	AUS	2000	2000	11128
Afghanistan	AFG	Total	TOT	Austria	AUT	2000	2000	2488
Afghanistan	AFG	Total	TOT	Azerbaijan	AZE	2000	2000	0
Afghanistan	AFG	Total	TOT	Bahamas, The	BHS	2000	2000	0
Afghanistan	AFG	Total	TOT	Bahrain	BHR	2000	2000	34419
Afghanistan	AFG	Total	TOT	Bangladesh	BGD	2000	2000	158
Afghanistan	AFG	Total	TOT	Barbados	BRB	2000	2000	0
Afghanistan	AFG	Total	TOT	Belarus	BLR	2000	2000	0
Afghanistan	AFG	Total	TOT	Belgium	BEL	2000	2000	209
Afghanistan	AFG	Total	TOT	Belize	BLZ	2000	2000	3
Afghanistan	AFG	Total	TOT	Benin	BEN	2000	2000	0
Afghanistan	AFG	Total	TOT	Bermuda	BMU	2000	2000	4
Afghanistan	AFG	Total	TOT	Bhutan	BTN	2000	2000	0
Afghanistan	AFG	Total	TOT	Bolivia	BOL	2000	2000	2
Afghanistan	AFG	Total	TOT	Bosnia and Herzegovina	BIH	2000	2000	2
Afghanistan	AFG	Total	TOT	Botswana	BWA	2000	2000	0
Afghanistan	AFG	Total	TOT	Brazil	BRA	2000	2000	28
Afghanistan	AFG	Total	TOT	Brunei Darussalam	BRN	2000	2000	0
Afghanistan	AFG	Total	TOT	Bulgaria	BGR	2000	2000	826
Afghanistan	AFG	Total	TOT	Burkina Faso	BFA	2000	2000	0
Afghanistan	AFG	Total	TOT	Burundi	BDI	2000	2000	0
Afghanistan	AFG	Total	TOT	Cambodia	KHM	2000	2000	3
Afghanistan	AFG	Total	TOT	Cameroon	CMR	2000	2000	0
Afghanistan	AFG	Total	TOT	Canada	CAN	2000	2000	21969
Afghanistan	AFG	Total	TOT	Cape Verde	CPV	2000	2000	0
Afghanistan	AFG	Total	TOT	Cayman Islands	CYM	2000	2000	0
Afghanistan	AFG	Total	TOT	Central African Republic	CAF	2000	2000	0
Afghanistan	AFG	Total	TOT	Chad	TCD	2000	2000	1
Afghanistan	AFG	Total	TOT	Channel Islands	CHI	2000	2000	..
Afghanistan	AFG	Total	TOT	Chile	CHL	2000	2000	14
Afghanistan	AFG	Total	TOT	China	CHN	2000	2000	66
Afghanistan	AFG	Total	TOT	Colombia	COL	2000	2000	93
Afghanistan	AFG	Total	TOT	Comoros	COM	2000	2000	0
Afghanistan	AFG	Total	TOT	Congo, Dem. Rep.	COD	2000	2000	3
Afghanistan	AFG	Total	TOT	Congo, Rep.	COG	2000	2000	0
Afghanistan	AFG	Total	TOT	Cook Islands	COK	2000	2000	0
Afghanistan	AFG	Total	TOT	Costa Rica	CRI	2000	2000	3
Afghanistan	AFG	Total	TOT	Cote d'Ivoire	CIV	2000	2000	0
Afghanistan	AFG	Total	TOT	Croatia	HRV	2000	2000	2
Afghanistan	AFG	Total	TOT	Cuba	CUB	2000	2000	0
Afghanistan	AFG	Total	TOT	Cyprus	CYP	2000	2000	4
Afghanistan	AFG	Total	TOT	Czech Republic	CZE	2000	2000	211
Afghanistan	AFG	Total	TOT	Denmark	DNK	2000	2000	4198
Afghanistan	AFG	Total	TOT	Djibouti	DJI	2000	2000	0
Afghanistan	AFG	Total	TOT	Dominica	DMA	2000	2000	0
Afghanistan	AFG	Total	TOT	Dominican Republic	DOM	2000	2000	7
Afghanistan	AFG	Total	TOT	Ecuador	ECU	2000	2000	19
Afghanistan	AFG	Total	TOT	Egypt, Arab Rep.	EGY	2000	2000	277
Afghanistan	AFG	Total	TOT	El Salvador	SLV	2000	2000	0
Afghanistan	AFG	Total	TOT	Equatorial Guinea	GNQ	2000	2000	0
Afghanistan	AFG	Total	TOT	Eritrea	ERI	2000	2000	0
Afghanistan	AFG	Total	TOT	Estonia	EST	2000	2000	0
Afghanistan	AFG	Total	TOT	Ethiopia	ETH	2000	2000	0
Afghanistan	AFG	Total	TOT	Faeroe Islands	FRO	2000	2000	0
Afghanistan	AFG	Total	TOT	Falkland Islands (Malvinas)	FLK	2000	2000	0
Afghanistan	AFG	Total	TOT	Fiji	FJI	2000	2000	9
Afghanistan	AFG	Total	TOT	Finland	FIN	2000	2000	322
Afghanistan	AFG	Total	TOT	France	FRA	2000	2000	2981
Afghanistan	AFG	Total	TOT	French Guiana	GUF	2000	2000	0
Afghanistan	AFG	Total	TOT	French Polynesia	PYF	2000	2000	1
Afghanistan	AFG	Total	TOT	Gabon	GAB	2000	2000	0
Afghanistan	AFG	Total	TOT	Gambia, The	GMB	2000	2000	0
Afghanistan	AFG	Total	TOT	Georgia	GEO	2000	2000	0
Afghanistan	AFG	Total	TOT	Germany	DEU	2000	2000	15529
Afghanistan	AFG	Total	TOT	Ghana	GHA	2000	2000	11
Afghanistan	AFG	Total	TOT	Gibraltar	GIB	2000	2000	0
Afghanistan	AFG	Total	TOT	Greece	GRC	2000	2000	357
Afghanistan	AFG	Total	TOT	Greenland	GRL	2000	2000	0
Afghanistan	AFG	Total	TOT	Grenada	GRD	2000	2000	0
Afghanistan	AFG	Total	TOT	Guadeloupe	GLP	2000	2000	0
Afghanistan	AFG	Total	TOT	Guam	GUM	2000	2000	8
Afghanistan	AFG	Total	TOT	Guatemala	GTM	2000	2000	0
Afghanistan	AFG	Total	TOT	Guinea	GIN	2000	2000	0
Afghanistan	AFG	Total	TOT	Guinea-Bissau	GNB	2000	2000	0
Afghanistan	AFG	Total	TOT	Guyana	GUY	2000	2000	0
Afghanistan	AFG	Total	TOT	Haiti	HTI	2000	2000	0
Afghanistan	AFG	Total	TOT	Honduras	HND	2000	2000	3
Afghanistan	AFG	Total	TOT	Hong Kong SAR, China	HKG	2000	2000	599
Afghanistan	AFG	Total	TOT	Hungary	HUN	2000	2000	81
Afghanistan	AFG	Total	TOT	Iceland	ISL	2000	2000	0
Afghanistan	AFG	Total	TOT	India	IND	2000	2000	9671
Afghanistan	AFG	Total	TOT	Indonesia	IDN	2000	2000	17
Afghanistan	AFG	Total	TOT	Iran, Islamic Rep.	IRN	2000	2000	762129
Afghanistan	AFG	Total	TOT	Iraq	IRQ	2000	2000	0
Afghanistan	AFG	Total	TOT	Ireland	IRL	2000	2000	93
Afghanistan	AFG	Total	TOT	Isle of Man	IMY	2000	2000	..
Afghanistan	AFG	Total	TOT	Israel	ISR	2000	2000	429
Afghanistan	AFG	Total	TOT	Italy	ITA	2000	2000	202
Afghanistan	AFG	Total	TOT	Jamaica	JAM	2000	2000	0
Afghanistan	AFG	Total	TOT	Japan	JPN	2000	2000	206
Afghanistan	AFG	Total	TOT	Jordan	JOR	2000	2000	62
Afghanistan	AFG	Total	TOT	Kazakhstan	KAZ	2000	2000	0
Afghanistan	AFG	Total	TOT	Kenya	KEN	2000	2000	0
Afghanistan	AFG	Total	TOT	Kiribati	KIR	2000	2000	0
Afghanistan	AFG	Total	TOT	Korea, Dem. Rep.	PRK	2000	2000	6
Afghanistan	AFG	Total	TOT	Korea, Rep.	KOR	2000	2000	0
Afghanistan	AFG	Total	TOT	Kosovo	KSV	2000	2000	..
Afghanistan	AFG	Total	TOT	Kuwait	KWT	2000	2000	88350
Afghanistan	AFG	Total	TOT	Kyrgyz Republic	KGZ	2000	2000	1174
Afghanistan	AFG	Total	TOT	Lao PDR	LAO	2000	2000	0
Afghanistan	AFG	Total	TOT	Latvia	LVA	2000	2000	32
Afghanistan	AFG	Total	TOT	Lebanon	LBN	2000	2000	23718
Afghanistan	AFG	Total	TOT	Lesotho	LSO	2000	2000	0
Afghanistan	AFG	Total	TOT	Liberia	LBR	2000	2000	0
Afghanistan	AFG	Total	TOT	Libya	LBY	2000	2000	1011
Afghanistan	AFG	Total	TOT	Liechtenstein	LIE	2000	2000	2
Afghanistan	AFG	Total	TOT	Lithuania	LTU	2000	2000	35
Afghanistan	AFG	Total	TOT	Luxembourg	LUX	2000	2000	1
Afghanistan	AFG	Total	TOT	Macao SAR, China	MAC	2000	2000	4
Afghanistan	AFG	Total	TOT	Macedonia, FYR	MKD	2000	2000	29
Afghanistan	AFG	Total	TOT	Madagascar	MDG	2000	2000	2
Afghanistan	AFG	Total	TOT	Malawi	MWI	2000	2000	0
Afghanistan	AFG	Total	TOT	Malaysia	MYS	2000	2000	103
Afghanistan	AFG	Total	TOT	Maldives	MDV	2000	2000	4
Afghanistan	AFG	Total	TOT	Mali	MLI	2000	2000	0
Afghanistan	AFG	Total	TOT	Malta	MLT	2000	2000	5
Afghanistan	AFG	Total	TOT	Marshall Islands	MHL	2000	2000	0
Afghanistan	AFG	Total	TOT	Martinique	MTQ	2000	2000	0
Afghanistan	AFG	Total	TOT	Mauritania	MRT	2000	2000	1
Afghanistan	AFG	Total	TOT	Mauritius	MUS	2000	2000	1
Afghanistan	AFG	Total	TOT	Mayotte	MYT	2000	2000	0
Afghanistan	AFG	Total	TOT	Mexico	MEX	2000	2000	9
Afghanistan	AFG	Total	TOT	Micronesia, Fed. Sts.	FSM	2000	2000	0
Afghanistan	AFG	Total	TOT	Moldova	MDA	2000	2000	0
Afghanistan	AFG	Total	TOT	Monaco	MCO	2000	2000	9
Afghanistan	AFG	Total	TOT	Mongolia	MNG	2000	2000	0
Afghanistan	AFG	Total	TOT	Montenegro	MNE	2000	2000	..
Afghanistan	AFG	Total	TOT	Montserrat	MSR	2000	2000	0
Afghanistan	AFG	Total	TOT	Morocco	MAR	2000	2000	9
Afghanistan	AFG	Total	TOT	Mozambique	MOZ	2000	2000	2
Afghanistan	AFG	Total	TOT	Myanmar	MMR	2000	2000	5
Afghanistan	AFG	Total	TOT	Namibia	NAM	2000	2000	0
Afghanistan	AFG	Total	TOT	Naura	NRU	2000	2000	0
Afghanistan	AFG	Total	TOT	Nepal	NPL	2000	2000	74
Afghanistan	AFG	Total	TOT	Netherlands	NLD	2000	2000	26955
Afghanistan	AFG	Total	TOT	Netherlands Antilles	ANT	2000	2000	0
Afghanistan	AFG	Total	TOT	New Caledonia	NCL	2000	2000	3
Afghanistan	AFG	Total	TOT	New Zealand	NZL	2000	2000	727
Afghanistan	AFG	Total	TOT	Nicaragua	NIC	2000	2000	25
Afghanistan	AFG	Total	TOT	Niger	NER	2000	2000	0
Afghanistan	AFG	Total	TOT	Nigeria	NGA	2000	2000	1
Afghanistan	AFG	Total	TOT	Niue	NIU	2000	2000	0
Afghanistan	AFG	Total	TOT	Norfolk Island	NFK	2000	2000	0
Afghanistan	AFG	Total	TOT	Northern Mariana Islands	MNP	2000	2000	9
Afghanistan	AFG	Total	TOT	Norway	NOR	2000	2000	652
Afghanistan	AFG	Total	TOT	Oman	OMN	2000	2000	1148
Afghanistan	AFG	Total	TOT	Pakistan	PAK	2000	2000	14461
Afghanistan	AFG	Total	TOT	Palau	PLW	2000	2000	2
Afghanistan	AFG	Total	TOT	Panama	PAN	2000	2000	0
Afghanistan	AFG	Total	TOT	Papua New Guinea	PNG	2000	2000	11
Afghanistan	AFG	Total	TOT	Paraguay	PRY	2000	2000	5
Afghanistan	AFG	Total	TOT	Peru	PER	2000	2000	8
Afghanistan	AFG	Total	TOT	Philippines	PHL	2000	2000	751
Afghanistan	AFG	Total	TOT	Poland	POL	2000	2000	165
Afghanistan	AFG	Total	TOT	Portugal	PRT	2000	2000	0
Afghanistan	AFG	Total	TOT	Puerto Rico	PRI	2000	2000	0
Afghanistan	AFG	Total	TOT	Qatar	QAT	2000	2000	35442
Afghanistan	AFG	Total	TOT	Reunion	REU	2000	2000	0
Afghanistan	AFG	Total	TOT	Romania	ROM	2000	2000	0
Afghanistan	AFG	Total	TOT	Russian Federation	RUS	2000	2000	406
Afghanistan	AFG	Total	TOT	Rwanda	RWA	2000	2000	0
Afghanistan	AFG	Total	TOT	Saint Helena	SHN	2000	2000	0
Afghanistan	AFG	Total	TOT	Saint Pierre and Miquelon	SPM	2000	2000	0
Afghanistan	AFG	Total	TOT	Samoa	WSM	2000	2000	0
Afghanistan	AFG	Total	TOT	San Marino	SMR	2000	2000	0
Afghanistan	AFG	Total	TOT	Sao Tome and Principe	STP	2000	2000	0
Afghanistan	AFG	Total	TOT	Saudi Arabia	SAU	2000	2000	12746
Afghanistan	AFG	Total	TOT	Senegal	SEN	2000	2000	0
Afghanistan	AFG	Total	TOT	Serbia	SRB	2000	2000	..
Afghanistan	AFG	Total	TOT	Serbia and Montenegro	SCG	2000	2000	5
Afghanistan	AFG	Total	TOT	Seychelles	SYC	2000	2000	0
Afghanistan	AFG	Total	TOT	Sierra Leone	SLE	2000	2000	0
Afghanistan	AFG	Total	TOT	Singapore	SGP	2000	2000	181
Afghanistan	AFG	Total	TOT	Slovak Republic	SVK	2000	2000	73
Afghanistan	AFG	Total	TOT	Slovenia	SVN	2000	2000	2
Afghanistan	AFG	Total	TOT	Solomon Islands	SLB	2000	2000	0
Afghanistan	AFG	Total	TOT	Somalia	SOM	2000	2000	0
Afghanistan	AFG	Total	TOT	South Africa	ZAF	2000	2000	26
Afghanistan	AFG	Total	TOT	Spain	ESP	2000	2000	123
Afghanistan	AFG	Total	TOT	Sri Lanka	LKA	2000	2000	83
Afghanistan	AFG	Total	TOT	St. Kitts and Nevis	KNA	2000	2000	0
Afghanistan	AFG	Total	TOT	St. Lucia	LCA	2000	2000	0
Afghanistan	AFG	Total	TOT	St. Vincent and the Grenadines	VCT	2000	2000	0
Afghanistan	AFG	Total	TOT	Sudan	SDN	2000	2000	10
Afghanistan	AFG	Total	TOT	Suriname	SUR	2000	2000	0
Afghanistan	AFG	Total	TOT	Swaziland	SWZ	2000	2000	0
Afghanistan	AFG	Total	TOT	Sweden	SWE	2000	2000	4239
Afghanistan	AFG	Total	TOT	Switzerland	CHE	2000	2000	2395
Afghanistan	AFG	Total	TOT	Syrian Arab Republic	SYR	2000	2000	9172
Afghanistan	AFG	Total	TOT	Taiwan, China	TWN	2000	2000	1
Afghanistan	AFG	Total	TOT	Tajikistan	TJK	2000	2000	1571
Afghanistan	AFG	Total	TOT	Tanzania	TZA	2000	2000	7
Afghanistan	AFG	Total	TOT	Thailand	THA	2000	2000	596
Afghanistan	AFG	Total	TOT	Timor-Leste	TLS	2000	2000	0
Afghanistan	AFG	Total	TOT	Togo	TGO	2000	2000	0
Afghanistan	AFG	Total	TOT	Tokelau	TKL	2000	2000	0
Afghanistan	AFG	Total	TOT	Tonga	TON	2000	2000	2
Afghanistan	AFG	Total	TOT	Trinidad and Tobago	TTO	2000	2000	0
Afghanistan	AFG	Total	TOT	Tunisia	TUN	2000	2000	112
Afghanistan	AFG	Total	TOT	Turkey	TUR	2000	2000	9630
Afghanistan	AFG	Total	TOT	Turkmenistan	TKM	2000	2000	0
Afghanistan	AFG	Total	TOT	Turks and Caicos Islands	TCA	2000	2000	0
Afghanistan	AFG	Total	TOT	Tuvalu	TUV	2000	2000	0
Afghanistan	AFG	Total	TOT	Uganda	UGA	2000	2000	0
Afghanistan	AFG	Total	TOT	Ukraine	UKR	2000	2000	197
Afghanistan	AFG	Total	TOT	United Arab Emirates	ARE	2000	2000	26430
Afghanistan	AFG	Total	TOT	United Kingdom	GBR	2000	2000	5
Afghanistan	AFG	Total	TOT	United States	USA	2000	2000	44893
Afghanistan	AFG	Total	TOT	Uruguay	URY	2000	2000	0
Afghanistan	AFG	Total	TOT	Uzbekistan	UZB	2000	2000	0
Afghanistan	AFG	Total	TOT	Vanuatu	VUT	2000	2000	0
Afghanistan	AFG	Total	TOT	Venezuela, RB	VEN	2000	2000	10
Afghanistan	AFG	Total	TOT	Vietnam	VNM	2000	2000	19
Afghanistan	AFG	Total	TOT	Virgin Islands (U.S.)	VIR	2000	2000	0
Afghanistan	AFG	Total	TOT	Virgin Islands, British	VGB	2000	2000	0
Afghanistan	AFG	Total	TOT	Wallis and Futuna	WLF	2000	2000	0
Afghanistan	AFG	Total	TOT	West Bank and Gaza	PSE	2000	2000	111
Afghanistan	AFG	Total	TOT	Yemen, Rep.	YEM	2000	2000	2845
Afghanistan	AFG	Total	TOT	Zambia	ZMB	2000	2000	0
Afghanistan	AFG	Total	TOT	Zimbabwe	ZWE	2000	2000	1
Albania	ALB	Total	TOT	Afghanistan	AFG	2000	2000	0
Albania	ALB	Total	TOT	Albania	ALB	2000	2000	0
Albania	ALB	Total	TOT	Algeria	DZA	2000	2000	3
Albania	ALB	Total	TOT	American Samoa	ASM	2000	2000	0
Albania	ALB	Total	TOT	Andorra	AND	2000	2000	152
Albania	ALB	Total	TOT	Angola	AGO	2000	2000	1
Albania	ALB	Total	TOT	Anguilla	AIA	2000	2000	0
Albania	ALB	Total	TOT	Antigua and Barbuda	ATG	2000	2000	0
Albania	ALB	Total	TOT	Argentina	ARG	2000	2000	0
Albania	ALB	Total	TOT	Armenia	ARM	2000	2000	7
Albania	ALB	Total	TOT	Aruba	ABW	2000	2000	0
Albania	ALB	Total	TOT	Australia	AUS	2000	2000	1437
Albania	ALB	Total	TOT	Austria	AUT	2000	2000	2372
Albania	ALB	Total	TOT	Azerbaijan	AZE	2000	2000	0
Albania	ALB	Total	TOT	Bahamas, The	BHS	2000	2000	0
Albania	ALB	Total	TOT	Bahrain	BHR	2000	2000	2
Albania	ALB	Total	TOT	Bangladesh	BGD	2000	2000	2
Albania	ALB	Total	TOT	Barbados	BRB	2000	2000	0
Albania	ALB	Total	TOT	Belarus	BLR	2000	2000	0
Albania	ALB	Total	TOT	Belgium	BEL	2000	2000	1951
Albania	ALB	Total	TOT	Belize	BLZ	2000	2000	4
Albania	ALB	Total	TOT	Benin	BEN	2000	2000	12
Albania	ALB	Total	TOT	Bermuda	BMU	2000	2000	3
Albania	ALB	Total	TOT	Bhutan	BTN	2000	2000	0
Albania	ALB	Total	TOT	Bolivia	BOL	2000	2000	12
Albania	ALB	Total	TOT	Bosnia and Herzegovina	BIH	2000	2000	753
Albania	ALB	Total	TOT	Botswana	BWA	2000	2000	0
Albania	ALB	Total	TOT	Brazil	BRA	2000	2000	1
Albania	ALB	Total	TOT	Brunei Darussalam	BRN	2000	2000	0
Albania	ALB	Total	TOT	Bulgaria	BGR	2000	2000	424
Albania	ALB	Total	TOT	Burkina Faso	BFA	2000	2000	2
Albania	ALB	Total	TOT	Burundi	BDI	2000	2000	0
Albania	ALB	Total	TOT	Cambodia	KHM	2000	2000	4
Albania	ALB	Total	TOT	Cameroon	CMR	2000	2000	8
Albania	ALB	Total	TOT	Canada	CAN	2000	2000	6102
Albania	ALB	Total	TOT	Cape Verde	CPV	2000	2000	14
Albania	ALB	Total	TOT	Cayman Islands	CYM	2000	2000	0
Albania	ALB	Total	TOT	Central African Republic	CAF	2000	2000	6
Albania	ALB	Total	TOT	Chad	TCD	2000	2000	1
Albania	ALB	Total	TOT	Channel Islands	CHI	2000	2000	..
Albania	ALB	Total	TOT	Chile	CHL	2000	2000	25
Albania	ALB	Total	TOT	China	CHN	2000	2000	1
Albania	ALB	Total	TOT	Colombia	COL	2000	2000	40
Albania	ALB	Total	TOT	Comoros	COM	2000	2000	0
Albania	ALB	Total	TOT	Congo, Dem. Rep.	COD	2000	2000	241
Albania	ALB	Total	TOT	Congo, Rep.	COG	2000	2000	6
Albania	ALB	Total	TOT	Cook Islands	COK	2000	2000	0
Albania	ALB	Total	TOT	Costa Rica	CRI	2000	2000	3
Albania	ALB	Total	TOT	Cote d'Ivoire	CIV	2000	2000	18
Albania	ALB	Total	TOT	Croatia	HRV	2000	2000	182
Albania	ALB	Total	TOT	Cuba	CUB	2000	2000	118
Albania	ALB	Total	TOT	Cyprus	CYP	2000	2000	126
Albania	ALB	Total	TOT	Czech Republic	CZE	2000	2000	180
Albania	ALB	Total	TOT	Denmark	DNK	2000	2000	91
Albania	ALB	Total	TOT	Djibouti	DJI	2000	2000	0
Albania	ALB	Total	TOT	Dominica	DMA	2000	2000	0
Albania	ALB	Total	TOT	Dominican Republic	DOM	2000	2000	26
Albania	ALB	Total	TOT	Ecuador	ECU	2000	2000	24
Albania	ALB	Total	TOT	Egypt, Arab Rep.	EGY	2000	2000	114
Albania	ALB	Total	TOT	El Salvador	SLV	2000	2000	0
Albania	ALB	Total	TOT	Equatorial Guinea	GNQ	2000	2000	0
Albania	ALB	Total	TOT	Eritrea	ERI	2000	2000	0
Albania	ALB	Total	TOT	Estonia	EST	2000	2000	0
Albania	ALB	Total	TOT	Ethiopia	ETH	2000	2000	14
Albania	ALB	Total	TOT	Faeroe Islands	FRO	2000	2000	2
Albania	ALB	Total	TOT	Falkland Islands (Malvinas)	FLK	2000	2000	0
Albania	ALB	Total	TOT	Fiji	FJI	2000	2000	0
Albania	ALB	Total	TOT	Finland	FIN	2000	2000	48
Albania	ALB	Total	TOT	France	FRA	2000	2000	32356
Albania	ALB	Total	TOT	French Guiana	GUF	2000	2000	0
Albania	ALB	Total	TOT	French Polynesia	PYF	2000	2000	0
Albania	ALB	Total	TOT	Gabon	GAB	2000	2000	21
Albania	ALB	Total	TOT	Gambia, The	GMB	2000	2000	9
Albania	ALB	Total	TOT	Georgia	GEO	2000	2000	0
Albania	ALB	Total	TOT	Germany	DEU	2000	2000	221897
Albania	ALB	Total	TOT	Ghana	GHA	2000	2000	23
Albania	ALB	Total	TOT	Gibraltar	GIB	2000	2000	2
Albania	ALB	Total	TOT	Greece	GRC	2000	2000	420838
Albania	ALB	Total	TOT	Greenland	GRL	2000	2000	0
Albania	ALB	Total	TOT	Grenada	GRD	2000	2000	0
Albania	ALB	Total	TOT	Guadeloupe	GLP	2000	2000	4
Albania	ALB	Total	TOT	Guam	GUM	2000	2000	0
Albania	ALB	Total	TOT	Guatemala	GTM	2000	2000	2
Albania	ALB	Total	TOT	Guinea	GIN	2000	2000	12
Albania	ALB	Total	TOT	Guinea-Bissau	GNB	2000	2000	0
Albania	ALB	Total	TOT	Guyana	GUY	2000	2000	0
Albania	ALB	Total	TOT	Haiti	HTI	2000	2000	0
Albania	ALB	Total	TOT	Honduras	HND	2000	2000	3
Albania	ALB	Total	TOT	Hong Kong SAR, China	HKG	2000	2000	14
Albania	ALB	Total	TOT	Hungary	HUN	2000	2000	359
Albania	ALB	Total	TOT	Iceland	ISL	2000	2000	20
Albania	ALB	Total	TOT	India	IND	2000	2000	58
Albania	ALB	Total	TOT	Indonesia	IDN	2000	2000	32
Albania	ALB	Total	TOT	Iran, Islamic Rep.	IRN	2000	2000	4
Albania	ALB	Total	TOT	Iraq	IRQ	2000	2000	0
Albania	ALB	Total	TOT	Ireland	IRL	2000	2000	184
Albania	ALB	Total	TOT	Isle of Man	IMY	2000	2000	..
Albania	ALB	Total	TOT	Israel	ISR	2000	2000	433
Albania	ALB	Total	TOT	Italy	ITA	2000	2000	275300
Albania	ALB	Total	TOT	Jamaica	JAM	2000	2000	0
Albania	ALB	Total	TOT	Japan	JPN	2000	2000	2
Albania	ALB	Total	TOT	Jordan	JOR	2000	2000	11
Albania	ALB	Total	TOT	Kazakhstan	KAZ	2000	2000	0
Albania	ALB	Total	TOT	Kenya	KEN	2000	2000	0
Albania	ALB	Total	TOT	Kiribati	KIR	2000	2000	0
Albania	ALB	Total	TOT	Korea, Dem. Rep.	PRK	2000	2000	0
Albania	ALB	Total	TOT	Korea, Rep.	KOR	2000	2000	0
Albania	ALB	Total	TOT	Kosovo	KSV	2000	2000	..
Albania	ALB	Total	TOT	Kuwait	KWT	2000	2000	14
Albania	ALB	Total	TOT	Kyrgyz Republic	KGZ	2000	2000	6
Albania	ALB	Total	TOT	Lao PDR	LAO	2000	2000	2
Albania	ALB	Total	TOT	Latvia	LVA	2000	2000	6
Albania	ALB	Total	TOT	Lebanon	LBN	2000	2000	104
Albania	ALB	Total	TOT	Lesotho	LSO	2000	2000	0
Albania	ALB	Total	TOT	Liberia	LBR	2000	2000	0
Albania	ALB	Total	TOT	Libya	LBY	2000	2000	2
Albania	ALB	Total	TOT	Liechtenstein	LIE	2000	2000	2
Albania	ALB	Total	TOT	Lithuania	LTU	2000	2000	5
Albania	ALB	Total	TOT	Luxembourg	LUX	2000	2000	221
Albania	ALB	Total	TOT	Macao SAR, China	MAC	2000	2000	0
Albania	ALB	Total	TOT	Macedonia, FYR	MKD	2000	2000	2146
Albania	ALB	Total	TOT	Madagascar	MDG	2000	2000	14
Albania	ALB	Total	TOT	Malawi	MWI	2000	2000	0
Albania	ALB	Total	TOT	Malaysia	MYS	2000	2000	23
Albania	ALB	Total	TOT	Maldives	MDV	2000	2000	0
Albania	ALB	Total	TOT	Mali	MLI	2000	2000	0
Albania	ALB	Total	TOT	Malta	MLT	2000	2000	0
Albania	ALB	Total	TOT	Marshall Islands	MHL	2000	2000	0
Albania	ALB	Total	TOT	Martinique	MTQ	2000	2000	2
Albania	ALB	Total	TOT	Mauritania	MRT	2000	2000	0
Albania	ALB	Total	TOT	Mauritius	MUS	2000	2000	0
Albania	ALB	Total	TOT	Mayotte	MYT	2000	2000	0
Albania	ALB	Total	TOT	Mexico	MEX	2000	2000	8
Albania	ALB	Total	TOT	Micronesia, Fed. Sts.	FSM	2000	2000	0
Albania	ALB	Total	TOT	Moldova	MDA	2000	2000	0
Albania	ALB	Total	TOT	Monaco	MCO	2000	2000	93
Albania	ALB	Total	TOT	Mongolia	MNG	2000	2000	0
Albania	ALB	Total	TOT	Montenegro	MNE	2000	2000	..
Albania	ALB	Total	TOT	Montserrat	MSR	2000	2000	0
Albania	ALB	Total	TOT	Morocco	MAR	2000	2000	0
Albania	ALB	Total	TOT	Mozambique	MOZ	2000	2000	1
Albania	ALB	Total	TOT	Myanmar	MMR	2000	2000	10
Albania	ALB	Total	TOT	Namibia	NAM	2000	2000	2
Albania	ALB	Total	TOT	Naura	NRU	2000	2000	0
Albania	ALB	Total	TOT	Nepal	NPL	2000	2000	4
Albania	ALB	Total	TOT	Netherlands	NLD	2000	2000	509
Albania	ALB	Total	TOT	Netherlands Antilles	ANT	2000	2000	2
Albania	ALB	Total	TOT	New Caledonia	NCL	2000	2000	0
Albania	ALB	Total	TOT	New Zealand	NZL	2000	2000	62
Albania	ALB	Total	TOT	Nicaragua	NIC	2000	2000	30
Albania	ALB	Total	TOT	Niger	NER	2000	2000	8
Albania	ALB	Total	TOT	Nigeria	NGA	2000	2000	70
Albania	ALB	Total	TOT	Niue	NIU	2000	2000	0
Albania	ALB	Total	TOT	Norfolk Island	NFK	2000	2000	0
Albania	ALB	Total	TOT	Northern Mariana Islands	MNP	2000	2000	0
Albania	ALB	Total	TOT	Norway	NOR	2000	2000	152
Albania	ALB	Total	TOT	Oman	OMN	2000	2000	7
Albania	ALB	Total	TOT	Pakistan	PAK	2000	2000	7
Albania	ALB	Total	TOT	Palau	PLW	2000	2000	0
Albania	ALB	Total	TOT	Panama	PAN	2000	2000	15
Albania	ALB	Total	TOT	Papua New Guinea	PNG	2000	2000	0
Albania	ALB	Total	TOT	Paraguay	PRY	2000	2000	0
Albania	ALB	Total	TOT	Peru	PER	2000	2000	18
Albania	ALB	Total	TOT	Philippines	PHL	2000	2000	600
